T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,train,Date
20.8,27.0,15.3,56.0,0.0,6.3,4.8,11.1,0.0,0.0,0.0,0.0,1,2008-01-01
20.1,27.6,14.0,55.0,0.0,6.3,5.2,9.4,0.0,0.0,0.0,0.0,1,2008-01-02
20.3,28.3,13.8,55.0,0.0,6.3,5.0,7.6,0.0,0.0,0.0,0.0,1,2008-01-03
21.3,26.3,16.0,78.0,0.0,5.8,6.3,11.1,1.0,0.0,0.0,0.0,1,2008-01-04
20.4,26.6,16.8,65.0,0.0,5.5,5.0,7.6,1.0,0.0,0.0,0.0,1,2008-01-05
19.9,26.9,15.0,63.0,0.0,6.3,6.7,9.4,0.0,0.0,0.0,0.0,1,2008-01-06
19.7,27.2,14.7,59.0,0.0,5.5,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-01-07
19.9,25.6,14.7,62.0,0.0,4.8,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-01-08
20.3,28.4,14.3,60.0,0.0,6.3,5.7,9.4,0.0,0.0,0.0,0.0,1,2008-01-09
21.3,29.9,15.5,58.0,0.0,6.3,5.0,11.1,0.0,0.0,0.0,0.0,1,2008-01-10
21.6,30.2,15.0,50.0,0.0,6.3,5.9,9.4,0.0,0.0,0.0,0.0,1,2008-01-11
21.5,29.3,14.6,48.0,0.0,6.3,5.7,9.4,0.0,0.0,0.0,0.0,1,2008-01-12
21.6,30.2,15.3,50.0,0.0,6.3,6.7,11.1,0.0,0.0,0.0,0.0,1,2008-01-13
21.6,30.2,15.3,43.0,0.0,6.3,5.0,9.4,0.0,0.0,0.0,0.0,1,2008-01-14
21.4,29.4,14.5,50.0,0.0,6.9,9.3,11.1,0.0,0.0,0.0,0.0,1,2008-01-15
21.7,29.6,15.6,50.0,0.0,6.3,6.7,9.4,0.0,0.0,0.0,0.0,1,2008-01-16
21.1,29.7,13.6,46.0,0.0,6.3,4.6,9.4,0.0,0.0,0.0,0.0,1,2008-01-17
20.5,28.9,14.7,39.0,0.0,6.3,6.5,11.1,0.0,0.0,0.0,0.0,1,2008-01-18
20.6,29.2,13.8,50.0,0.0,6.3,3.5,5.4,0.0,0.0,0.0,0.0,1,2008-01-19
21.4,30.2,14.2,50.0,0.0,6.3,2.8,5.4,0.0,0.0,0.0,0.0,1,2008-01-20
20.9,30.0,15.1,63.0,0.0,5.0,6.1,9.4,0.0,0.0,0.0,0.0,1,2008-01-21
22.2,29.2,17.5,64.0,0.0,6.3,5.2,7.6,0.0,0.0,0.0,0.0,1,2008-01-22
22.6,30.4,17.9,65.0,0.0,5.5,4.3,5.4,0.0,0.0,0.0,0.0,1,2008-01-23
22.9,31.0,17.4,63.0,0.0,6.3,3.0,7.6,0.0,0.0,0.0,0.0,1,2008-01-24
23.1,29.6,18.5,64.0,0.0,6.3,4.6,11.1,0.0,0.0,0.0,0.0,1,2008-01-25
23.7,31.0,18.2,54.0,0.0,6.3,4.6,13.0,0.0,0.0,0.0,0.0,1,2008-01-26
24.2,31.2,18.7,57.0,0.0,6.3,3.9,7.6,0.0,0.0,0.0,0.0,1,2008-01-27
23.6,29.7,19.7,65.0,0.0,6.3,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-01-28
23.6,30.4,19.2,68.0,0.0,6.3,4.8,7.6,0.0,0.0,0.0,0.0,1,2008-01-29
23.1,29.4,19.6,65.0,0.0,5.8,3.7,9.4,0.0,0.0,0.0,0.0,1,2008-01-30
23.7,31.2,18.4,57.0,0.0,6.9,4.6,9.4,0.0,0.0,0.0,0.0,1,2008-01-31
24.1,31.0,19.4,68.0,0.0,6.3,4.4,7.6,0.0,0.0,0.0,0.0,1,2008-02-01
24.3,30.5,20.4,67.0,0.0,6.3,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-02-02
24.0,30.9,20.1,71.0,0.0,5.5,6.5,11.1,0.0,0.0,0.0,0.0,1,2008-02-03
23.2,29.3,19.3,73.0,0.25,5.5,5.6,7.6,0.0,0.0,0.0,0.0,1,2008-02-04
23.0,28.5,19.6,72.0,0.0,6.3,7.4,9.4,0.0,0.0,0.0,0.0,1,2008-02-05
23.5,30.2,18.2,66.0,0.0,6.3,4.8,9.4,0.0,0.0,0.0,0.0,1,2008-02-06
23.4,28.4,17.8,68.0,0.0,4.8,4.3,7.6,0.0,0.0,0.0,0.0,1,2008-02-07
23.5,28.0,19.5,70.0,0.0,6.6,3.5,5.4,0.0,0.0,0.0,0.0,1,2008-02-08
22.3,27.0,19.9,81.0,0.0,6.0,4.8,7.6,1.0,0.0,0.0,0.0,1,2008-02-09
23.7,29.6,21.0,79.0,0.0,5.0,4.8,7.6,1.0,0.0,0.0,0.0,1,2008-02-10
24.0,29.5,21.4,74.0,0.0,4.0,7.0,9.4,0.0,0.0,0.0,0.0,1,2008-02-11
23.3,29.4,20.3,74.0,0.0,5.5,5.7,9.4,0.0,0.0,0.0,0.0,1,2008-02-12
23.7,30.2,19.5,67.0,0.0,6.3,7.0,14.8,0.0,0.0,0.0,0.0,1,2008-02-13
23.2,27.7,20.0,69.0,0.0,6.9,6.9,11.1,0.0,0.0,0.0,0.0,1,2008-02-14
22.1,27.3,18.8,74.0,0.0,5.8,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-02-15
23.5,30.2,18.5,57.0,0.0,14.0,6.9,11.1,0.0,0.0,0.0,0.0,1,2008-02-16
24.1,30.9,18.8,48.0,0.0,6.6,7.2,9.4,0.0,0.0,0.0,0.0,1,2008-02-17
22.7,31.2,17.3,47.0,0.0,6.6,6.7,11.1,0.0,0.0,0.0,0.0,1,2008-02-18
23.8,31.1,16.8,46.0,0.0,6.9,4.6,5.4,0.0,0.0,0.0,0.0,1,2008-02-19
24.3,30.8,18.6,51.0,0.0,6.3,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-02-20
24.7,32.1,18.2,52.0,0.0,4.8,5.4,11.1,0.0,0.0,0.0,0.0,1,2008-02-21
24.4,31.7,18.9,52.0,0.0,6.9,5.9,11.1,0.0,0.0,0.0,0.0,1,2008-02-22
24.0,31.7,17.7,50.0,0.0,6.9,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-02-23
23.9,31.4,17.4,37.0,0.0,6.9,4.4,14.8,0.0,0.0,0.0,0.0,1,2008-02-24
24.8,32.0,17.9,40.0,0.0,9.0,5.7,11.1,0.0,0.0,0.0,0.0,1,2008-02-25
24.7,32.1,18.5,41.0,0.0,6.9,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-02-26
24.5,30.6,16.5,34.0,0.0,6.6,10.4,14.8,0.0,0.0,0.0,0.0,1,2008-02-27
23.4,31.4,16.0,41.0,0.0,6.9,7.6,11.1,0.0,0.0,0.0,0.0,1,2008-02-28
23.9,30.0,17.0,43.0,0.0,6.9,9.1,16.5,0.0,0.0,0.0,0.0,1,2008-02-29
24.9,32.6,17.6,48.0,0.0,7.7,7.2,9.4,0.0,0.0,0.0,0.0,1,2008-03-01
24.7,32.1,18.6,51.0,0.0,6.3,7.0,11.1,0.0,0.0,0.0,0.0,1,2008-03-02
24.8,32.6,17.6,41.0,0.0,8.0,7.4,9.4,0.0,0.0,0.0,0.0,1,2008-03-03
23.9,31.3,17.6,29.0,0.0,6.9,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-03-04
24.2,31.9,16.2,32.0,0.0,6.9,7.4,14.8,0.0,0.0,0.0,0.0,1,2008-03-05
25.1,31.6,16.7,32.0,0.0,6.9,6.9,11.1,0.0,0.0,0.0,0.0,1,2008-03-06
23.3,30.3,16.3,28.0,0.0,5.3,9.4,20.6,0.0,0.0,0.0,0.0,1,2008-03-07
23.1,31.1,14.4,27.0,0.0,6.3,7.4,16.5,0.0,0.0,0.0,0.0,1,2008-03-08
23.7,31.4,15.1,32.0,0.0,6.9,7.2,11.1,0.0,0.0,0.0,0.0,1,2008-03-09
24.0,31.2,16.0,35.0,0.0,6.3,6.3,9.4,0.0,0.0,0.0,0.0,1,2008-03-10
24.6,30.4,18.6,41.0,0.0,6.9,8.5,14.8,0.0,0.0,0.0,0.0,1,2008-03-11
22.8,27.7,19.4,67.0,0.0,6.3,10.0,14.8,0.0,0.0,0.0,0.0,1,2008-03-12
24.2,29.7,19.2,67.0,0.0,6.3,8.7,14.8,0.0,0.0,0.0,0.0,1,2008-03-13
24.7,31.0,21.2,69.0,0.0,5.5,7.0,11.1,1.0,0.0,1.0,0.0,1,2008-03-14
23.4,30.2,20.2,76.0,3.05,6.3,4.6,11.1,1.0,0.0,1.0,0.0,1,2008-03-15
23.3,28.8,20.1,73.0,18.03,5.5,5.0,9.4,1.0,0.0,0.0,0.0,1,2008-03-16
23.8,31.1,19.8,67.0,0.51,6.6,7.0,11.1,0.0,0.0,0.0,0.0,1,2008-03-17
24.9,31.8,19.5,60.0,0.0,6.9,6.7,11.1,0.0,0.0,0.0,0.0,1,2008-03-18
25.4,31.0,19.8,57.0,0.0,8.0,7.2,9.4,0.0,0.0,0.0,0.0,1,2008-03-19
22.3,28.4,20.0,81.0,7.87,4.8,5.7,9.4,1.0,0.0,0.0,0.0,1,2008-03-20
21.3,23.7,19.9,88.0,3.05,4.8,7.2,11.1,1.0,0.0,0.0,0.0,1,2008-03-21
22.1,25.0,20.2,82.0,0.25,4.0,7.8,9.4,1.0,0.0,0.0,0.0,1,2008-03-22
23.8,29.5,20.8,76.0,0.0,4.0,6.5,9.4,1.0,0.0,0.0,0.0,1,2008-03-23
23.8,30.2,20.3,73.0,0.0,5.8,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-03-24
24.5,29.6,20.4,68.0,2.03,6.9,4.4,5.4,0.0,0.0,0.0,0.0,1,2008-03-25
24.3,30.9,20.2,71.0,0.0,6.3,4.1,5.4,1.0,0.0,0.0,0.0,1,2008-03-26
24.3,30.0,19.0,73.0,18.03,6.3,1.3,3.5,0.0,0.0,0.0,0.0,1,2008-03-27
24.3,31.2,19.8,72.0,0.0,5.5,2.8,5.4,1.0,0.0,0.0,0.0,1,2008-03-28
25.2,31.5,18.8,65.0,3.05,6.9,2.4,5.4,0.0,0.0,0.0,0.0,1,2008-03-29
24.2,30.8,21.2,74.0,0.0,6.3,3.1,7.6,1.0,0.0,0.0,0.0,1,2008-03-30
25.1,29.9,20.8,69.0,2.03,6.3,3.7,7.6,0.0,0.0,0.0,0.0,1,2008-03-31
25.2,30.0,22.2,69.0,0.0,6.3,3.1,9.4,0.0,0.0,0.0,0.0,1,2008-04-01
24.0,28.1,21.4,75.0,0.76,6.4,4.6,14.8,1.0,0.0,1.0,0.0,1,2008-04-02
24.7,30.2,20.7,69.0,6.1,6.3,1.3,5.4,0.0,0.0,0.0,0.0,1,2008-04-03
23.3,27.7,20.8,78.0,0.0,5.3,2.8,7.6,1.0,0.0,1.0,0.0,1,2008-04-04
25.3,30.2,20.3,64.0,2.03,6.3,3.7,7.6,0.0,0.0,0.0,0.0,1,2008-04-05
24.6,30.1,20.8,63.0,0.0,6.9,6.1,7.6,0.0,0.0,0.0,0.0,1,2008-04-06
24.7,30.3,19.9,61.0,0.0,6.6,6.3,7.6,0.0,0.0,0.0,0.0,1,2008-04-07
25.9,32.2,18.9,44.0,0.0,6.6,5.2,7.6,0.0,0.0,0.0,0.0,1,2008-04-08
26.1,32.9,20.0,42.0,0.0,6.9,6.3,11.1,0.0,0.0,0.0,0.0,1,2008-04-09
25.7,31.8,20.2,43.0,0.0,6.3,5.9,9.4,0.0,0.0,0.0,0.0,1,2008-04-10
26.2,32.8,20.0,40.0,0.0,6.3,5.9,9.4,0.0,0.0,0.0,0.0,1,2008-04-11
28.6,34.0,19.7,29.0,0.0,8.9,5.6,11.1,0.0,0.0,0.0,0.0,1,2008-04-12
27.4,34.9,20.4,39.0,0.0,6.9,4.1,5.4,0.0,0.0,0.0,0.0,1,2008-04-13
27.7,35.2,21.8,47.0,0.0,6.9,5.6,7.6,0.0,0.0,0.0,0.0,1,2008-04-14
27.8,34.7,22.9,54.0,0.0,6.9,5.0,9.4,0.0,0.0,0.0,0.0,1,2008-04-15
28.1,34.5,22.6,52.0,0.0,6.3,4.8,7.6,0.0,0.0,0.0,0.0,1,2008-04-16
28.2,35.2,23.0,49.0,0.0,6.3,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-04-17
27.1,35.0,22.7,54.0,0.0,6.3,4.8,7.6,0.0,0.0,0.0,0.0,1,2008-04-18
28.8,35.2,22.3,45.0,0.0,6.3,6.5,9.4,0.0,0.0,0.0,0.0,1,2008-04-19
28.5,35.5,23.3,47.0,0.0,6.3,3.1,7.6,0.0,0.0,0.0,0.0,1,2008-04-20
29.3,36.9,22.1,37.0,0.0,6.9,4.4,5.4,0.0,0.0,0.0,0.0,1,2008-04-21
27.6,35.6,23.2,56.0,0.0,6.9,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-04-22
27.7,34.6,21.6,52.0,4.06,5.5,4.8,9.4,1.0,0.0,1.0,0.0,1,2008-04-23
27.8,34.3,21.7,49.0,0.0,6.3,4.3,5.4,0.0,0.0,0.0,0.0,1,2008-04-24
27.8,35.0,22.2,47.0,0.0,6.3,4.8,7.6,0.0,0.0,0.0,0.0,1,2008-04-25
27.9,34.6,21.8,51.0,0.0,6.9,4.6,5.4,0.0,0.0,0.0,0.0,1,2008-04-26
27.9,34.2,23.3,55.0,0.0,6.3,3.0,7.6,0.0,0.0,0.0,0.0,1,2008-04-27
27.1,32.1,23.4,64.0,0.0,6.3,7.8,11.1,0.0,0.0,0.0,0.0,1,2008-04-28
25.6,32.7,21.0,67.0,0.0,4.8,8.9,11.1,1.0,0.0,1.0,0.0,1,2008-04-29
26.2,36.0,20.5,64.0,12.95,5.5,6.3,9.4,1.0,0.0,1.0,0.0,1,2008-04-30
27.1,33.4,22.0,64.0,0.0,6.9,9.1,11.1,0.0,0.0,0.0,0.0,1,2008-05-01
27.0,35.0,21.8,62.0,0.51,6.3,7.2,14.8,1.0,0.0,1.0,0.0,1,2008-05-02
27.8,35.4,22.9,54.0,0.0,6.3,5.9,9.4,0.0,0.0,0.0,0.0,1,2008-05-03
27.6,35.6,22.2,46.0,0.0,6.3,5.9,11.1,0.0,0.0,0.0,0.0,1,2008-05-04
29.2,35.4,24.0,39.0,0.0,6.9,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-05-05
26.1,34.4,20.9,59.0,0.0,5.8,8.0,11.1,0.0,0.0,0.0,0.0,1,2008-05-06
27.6,35.5,21.9,51.0,0.0,5.5,6.5,11.1,1.0,0.0,0.0,0.0,1,2008-05-07
25.5,35.2,22.0,61.0,0.76,4.8,8.3,14.8,1.0,0.0,1.0,0.0,1,2008-05-08
25.9,32.7,21.2,61.0,1.02,6.9,4.6,9.4,0.0,0.0,0.0,0.0,1,2008-05-09
27.2,34.8,22.0,56.0,0.0,6.9,9.1,11.1,0.0,0.0,0.0,0.0,1,2008-05-10
27.8,34.5,21.8,52.0,0.0,5.5,4.1,7.6,0.0,0.0,0.0,0.0,1,2008-05-11
27.8,35.1,22.5,52.0,0.0,6.9,6.1,9.4,0.0,0.0,0.0,0.0,1,2008-05-12
27.9,35.6,22.0,50.0,0.0,6.9,7.4,9.4,0.0,0.0,0.0,0.0,1,2008-05-13
27.6,35.3,21.5,51.0,0.0,6.9,7.0,9.4,0.0,0.0,0.0,0.0,1,2008-05-14
27.9,35.0,22.0,50.0,0.0,6.9,8.1,11.1,0.0,0.0,0.0,0.0,1,2008-05-15
28.4,35.5,22.2,48.0,0.0,7.4,8.0,11.1,0.0,0.0,0.0,0.0,1,2008-05-16
28.1,35.1,21.8,50.0,0.0,7.4,9.1,11.1,0.0,0.0,0.0,0.0,1,2008-05-17
27.8,35.0,22.2,53.0,0.0,6.6,5.2,11.1,0.0,0.0,0.0,0.0,1,2008-05-18
26.6,35.1,22.4,61.0,0.0,5.5,4.4,7.6,1.0,0.0,0.0,0.0,1,2008-05-19
26.4,34.2,21.2,61.0,1.02,6.0,6.7,11.1,1.0,0.0,1.0,0.0,1,2008-05-20
25.5,34.0,20.6,69.0,2.03,6.3,6.3,14.8,1.0,0.0,1.0,0.0,1,2008-05-21
24.9,32.4,20.7,74.0,19.05,6.8,3.0,5.4,1.0,0.0,0.0,0.0,1,2008-05-22
23.9,32.1,20.9,81.0,9.91,5.5,3.3,5.4,1.0,0.0,1.0,0.0,1,2008-05-23
24.4,31.5,20.4,75.0,13.97,6.0,5.0,7.6,1.0,0.0,1.0,0.0,1,2008-05-24
25.5,31.9,21.3,70.0,12.95,6.3,8.1,22.2,1.0,0.0,1.0,0.0,1,2008-05-25
26.4,32.4,20.9,60.0,1.02,8.5,3.3,9.4,0.0,0.0,0.0,0.0,1,2008-05-26
24.7,32.9,21.8,72.0,0.0,5.5,3.3,5.4,1.0,0.0,1.0,0.0,1,2008-05-27
23.8,31.9,21.4,76.0,3.05,5.5,4.6,5.4,1.0,0.0,1.0,0.0,1,2008-05-28
25.1,31.0,20.8,70.0,3.05,6.3,9.3,18.3,1.0,0.0,1.0,0.0,1,2008-05-29
24.8,31.2,20.3,72.0,3.05,7.7,6.7,9.4,1.0,0.0,1.0,0.0,1,2008-05-30
23.3,30.0,20.4,82.0,0.0,5.5,7.2,9.4,1.0,0.0,1.0,0.0,1,2008-05-31
22.5,29.8,18.7,86.0,66.04,6.3,6.3,7.6,1.0,0.0,1.0,0.0,1,2008-06-01
24.7,30.0,19.5,74.0,43.94,6.9,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-06-02
25.8,31.2,22.0,69.0,0.0,8.2,8.0,9.4,0.0,0.0,0.0,0.0,1,2008-06-03
25.8,31.9,20.7,65.0,0.0,6.3,6.3,9.4,0.0,0.0,0.0,0.0,1,2008-06-04
26.1,31.0,21.2,62.0,0.0,9.2,10.0,14.8,1.0,0.0,0.0,0.0,1,2008-06-05
24.7,30.2,20.7,72.0,0.51,4.8,11.3,14.8,1.0,0.0,0.0,0.0,1,2008-06-06
24.1,28.5,20.9,69.0,0.0,7.4,10.4,11.1,0.0,0.0,0.0,0.0,1,2008-06-07
23.6,28.0,20.4,71.0,0.0,4.0,12.0,16.5,0.0,0.0,0.0,0.0,1,2008-06-08
22.9,27.3,20.2,76.0,0.0,5.0,10.6,16.5,1.0,0.0,0.0,0.0,1,2008-06-09
23.8,28.1,20.7,74.0,0.0,6.3,9.8,11.1,1.0,0.0,0.0,0.0,1,2008-06-10
24.3,28.8,20.9,73.0,0.0,7.7,9.8,13.0,0.0,0.0,0.0,0.0,1,2008-06-11
23.3,26.5,20.5,75.0,0.0,4.0,10.0,18.3,1.0,0.0,0.0,0.0,1,2008-06-12
23.3,27.3,21.0,73.0,0.0,4.0,12.2,18.3,0.0,0.0,0.0,0.0,1,2008-06-13
23.3,28.1,20.2,76.0,0.0,6.9,9.8,11.1,1.0,0.0,0.0,0.0,1,2008-06-14
23.6,27.6,20.1,70.0,0.0,5.8,10.0,14.8,1.0,0.0,0.0,0.0,1,2008-06-15
24.4,30.0,20.5,68.0,0.0,4.8,15.7,22.2,0.0,0.0,0.0,0.0,1,2008-06-16
23.8,27.0,20.9,70.0,0.0,5.5,14.8,22.2,0.0,0.0,0.0,0.0,1,2008-06-17
23.9,28.9,20.0,73.0,0.0,6.3,11.9,14.8,1.0,0.0,0.0,0.0,1,2008-06-18
24.3,29.4,20.4,69.0,0.0,6.3,10.9,14.8,1.0,0.0,0.0,0.0,1,2008-06-19
25.3,31.9,19.9,66.0,0.0,4.0,7.8,11.1,1.0,0.0,0.0,0.0,1,2008-06-20
25.3,31.6,20.8,69.0,0.25,6.3,8.0,11.1,1.0,0.0,0.0,0.0,1,2008-06-21
24.6,31.5,21.2,71.0,0.25,6.3,7.8,11.1,1.0,0.0,1.0,0.0,1,2008-06-22
24.3,30.9,20.5,70.0,3.05,6.3,9.4,14.8,1.0,0.0,0.0,0.0,1,2008-06-23
24.8,30.4,20.4,63.0,0.0,7.4,9.4,66.5,0.0,0.0,0.0,0.0,1,2008-06-24
24.3,31.0,19.9,66.0,0.25,6.3,10.2,14.8,1.0,0.0,0.0,0.0,1,2008-06-25
24.2,29.4,19.9,71.0,0.0,6.3,8.5,11.1,1.0,0.0,0.0,0.0,1,2008-06-26
24.3,29.8,20.6,71.0,0.0,9.2,10.6,14.8,0.0,0.0,0.0,0.0,1,2008-06-27
22.7,27.4,20.4,80.0,2.03,6.3,9.3,11.1,1.0,0.0,0.0,0.0,1,2008-06-28
23.1,29.2,20.1,75.0,0.0,6.3,10.6,18.3,1.0,0.0,0.0,0.0,1,2008-06-29
23.5,29.4,19.7,68.0,0.0,5.5,11.3,14.8,1.0,0.0,0.0,0.0,1,2008-06-30
22.2,27.5,19.6,81.0,7.11,6.9,9.3,11.1,1.0,0.0,0.0,0.0,1,2008-07-01
22.8,28.8,18.6,79.0,16.0,6.9,7.2,11.1,1.0,0.0,1.0,0.0,1,2008-07-02
24.3,30.3,19.5,72.0,0.0,6.3,7.4,9.4,0.0,0.0,0.0,0.0,1,2008-07-03
25.0,30.4,20.3,67.0,0.0,6.3,7.0,11.1,0.0,0.0,0.0,0.0,1,2008-07-04
24.5,28.8,20.6,71.0,0.0,8.5,6.5,9.4,0.0,0.0,0.0,0.0,1,2008-07-05
23.3,26.4,20.3,76.0,0.0,6.6,8.0,11.1,1.0,0.0,0.0,0.0,1,2008-07-06
22.7,29.0,20.4,79.0,0.0,6.3,8.1,11.1,1.0,0.0,0.0,0.0,1,2008-07-07
23.0,29.4,19.8,77.0,7.11,8.5,7.8,14.8,1.0,0.0,0.0,0.0,1,2008-07-08
22.4,27.5,19.8,83.0,0.51,5.5,9.8,14.8,1.0,0.0,0.0,0.0,1,2008-07-09
23.3,27.9,19.8,73.0,4.06,7.7,9.3,14.8,0.0,0.0,0.0,0.0,1,2008-07-10
23.8,30.1,19.5,67.0,0.0,6.9,10.0,13.0,0.0,0.0,0.0,0.0,1,2008-07-11
24.3,29.7,19.8,66.0,0.0,6.3,9.1,11.1,0.0,0.0,0.0,0.0,1,2008-07-12
25.6,31.6,19.7,61.0,0.0,8.5,6.3,11.1,0.0,0.0,0.0,0.0,1,2008-07-13
25.6,32.4,21.2,67.0,0.0,6.6,5.7,11.1,1.0,0.0,1.0,0.0,1,2008-07-14
24.3,29.7,19.8,78.0,40.89,6.9,3.0,5.4,1.0,0.0,1.0,0.0,1,2008-07-15
24.3,28.7,20.3,75.0,64.01,5.5,4.1,5.4,0.0,0.0,0.0,0.0,1,2008-07-16
24.8,29.6,21.1,72.0,0.0,9.2,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-07-17
24.9,30.1,21.2,72.0,0.0,6.9,5.0,9.4,0.0,0.0,0.0,0.0,1,2008-07-18
23.8,26.4,20.4,78.0,2.03,6.9,6.3,9.4,1.0,0.0,0.0,0.0,1,2008-07-19
23.9,29.9,20.4,76.0,0.0,5.8,4.1,7.6,1.0,0.0,1.0,0.0,1,2008-07-20
23.9,29.5,20.2,83.0,83.06,6.0,4.1,7.6,1.0,0.0,1.0,0.0,1,2008-07-21
23.8,29.7,20.0,83.0,7.11,5.5,3.0,3.5,1.0,0.0,0.0,0.0,1,2008-07-22
24.6,30.4,20.9,76.0,5.08,6.3,4.6,7.6,0.0,0.0,0.0,0.0,1,2008-07-23
23.0,28.6,20.4,80.0,0.51,6.3,8.0,9.4,1.0,0.0,1.0,0.0,1,2008-07-24
21.3,25.0,19.9,89.0,10.92,4.8,8.7,11.1,1.0,0.0,0.0,0.0,1,2008-07-25
22.1,27.1,19.5,83.0,7.11,4.0,9.4,18.3,1.0,0.0,0.0,0.0,1,2008-07-26
21.3,25.2,19.8,89.0,0.25,4.0,6.9,11.1,1.0,0.0,0.0,0.0,1,2008-07-27
22.3,26.3,19.3,81.0,14.99,4.0,14.1,22.2,0.0,0.0,0.0,0.0,1,2008-07-28
21.9,27.0,20.0,83.0,0.0,6.3,11.1,14.8,1.0,0.0,0.0,0.0,1,2008-07-29
22.2,25.4,19.8,83.0,1.02,5.5,11.5,14.8,1.0,0.0,0.0,0.0,1,2008-07-30
22.6,27.5,20.0,84.0,7.11,4.5,6.9,14.8,1.0,0.0,0.0,0.0,1,2008-07-31
22.6,28.9,19.9,84.0,3.05,6.0,8.3,11.1,1.0,0.0,0.0,0.0,1,2008-08-01
23.2,26.9,20.4,81.0,2.03,6.9,7.0,14.8,0.0,0.0,0.0,0.0,1,2008-08-02
22.6,26.0,20.4,84.0,0.0,6.9,6.5,7.6,1.0,0.0,0.0,0.0,1,2008-08-03
22.8,26.6,20.4,81.0,2.03,6.3,6.5,9.4,1.0,0.0,0.0,0.0,1,2008-08-04
22.8,28.4,20.0,81.0,0.25,4.8,7.2,14.8,1.0,0.0,0.0,0.0,1,2008-08-05
23.5,28.5,20.2,77.0,0.76,4.8,11.1,22.2,1.0,0.0,0.0,0.0,1,2008-08-06
24.0,29.2,20.6,73.0,0.51,5.5,11.1,14.8,1.0,0.0,0.0,0.0,1,2008-08-07
22.6,26.1,21.0,79.0,0.25,4.8,9.3,14.8,1.0,0.0,0.0,0.0,1,2008-08-08
22.4,25.5,20.5,76.0,0.51,4.0,13.0,22.2,1.0,0.0,0.0,0.0,1,2008-08-09
22.2,27.1,20.0,79.0,0.0,5.5,13.5,22.2,1.0,0.0,0.0,0.0,1,2008-08-10
22.2,26.8,19.5,81.0,0.25,5.3,10.0,14.8,1.0,0.0,0.0,0.0,1,2008-08-11
22.3,27.9,19.3,85.0,0.25,5.5,8.5,14.8,1.0,0.0,0.0,0.0,1,2008-08-12
22.3,26.9,20.2,86.0,4.06,4.0,8.5,14.8,1.0,0.0,0.0,0.0,1,2008-08-13
21.5,26.0,19.4,89.0,5.08,4.0,10.7,18.3,1.0,0.0,1.0,0.0,1,2008-08-14
21.6,25.0,19.4,88.0,57.91,4.8,10.0,14.8,1.0,0.0,0.0,0.0,1,2008-08-15
22.2,26.3,19.3,85.0,1.02,5.5,6.7,11.1,1.0,0.0,0.0,0.0,1,2008-08-16
22.8,27.1,20.0,83.0,2.03,6.3,6.3,13.0,1.0,0.0,1.0,0.0,1,2008-08-17
22.8,27.1,20.0,83.0,2.03,6.3,6.3,13.0,0.0,0.0,0.0,0.0,1,2008-08-18
23.4,28.1,20.5,82.0,42.93,6.0,5.9,11.1,1.0,0.0,0.0,0.0,1,2008-08-19
22.7,26.6,20.4,84.0,8.89,5.5,4.4,11.1,1.0,0.0,0.0,0.0,1,2008-08-20
22.3,27.1,20.5,85.0,0.0,6.9,3.3,11.1,1.0,0.0,1.0,0.0,1,2008-08-21
23.4,28.1,19.8,76.0,2.03,9.2,5.7,7.6,0.0,0.0,0.0,0.0,1,2008-08-22
23.5,28.7,19.9,72.0,0.0,5.5,7.8,11.1,0.0,0.0,0.0,0.0,1,2008-08-23
23.3,28.2,19.6,75.0,0.0,5.5,3.3,11.1,1.0,0.0,0.0,0.0,1,2008-08-24
23.5,28.8,20.4,80.0,4.06,4.8,2.8,5.4,1.0,0.0,1.0,0.0,1,2008-08-25
22.6,29.1,19.5,84.0,25.91,4.8,3.9,7.6,1.0,0.0,1.0,0.0,1,2008-08-26
23.2,29.2,19.4,83.0,66.04,6.3,1.9,3.5,1.0,0.0,1.0,0.0,1,2008-08-27
24.3,29.8,20.0,79.0,57.91,6.3,2.0,5.4,1.0,0.0,0.0,0.0,1,2008-08-28
25.2,29.7,21.5,75.0,1.02,6.3,3.0,5.4,0.0,0.0,0.0,0.0,1,2008-08-29
24.2,29.9,21.8,79.0,0.51,6.3,2.2,5.4,1.0,0.0,0.0,0.0,1,2008-08-30
22.4,26.5,20.9,90.0,9.91,4.0,2.2,3.5,1.0,0.0,1.0,0.0,1,2008-08-31
