T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,train,Date
23.9,28.7,20.8,78.0,2.54,6.9,9.1,14.8,1.0,0.0,0.0,0.0,1,2015-06-22
22.6,28.7,20.5,86.0,0.0,6.3,10.7,18.3,1.0,0.0,0.0,0.0,1,2015-06-23
24.5,30.3,21.2,77.0,0.25,6.9,11.7,18.3,0.0,0.0,0.0,0.0,1,2015-06-24
24.5,30.6,21.1,78.0,0.51,6.9,8.3,11.1,1.0,0.0,0.0,0.0,1,2015-06-25
23.7,30.6,21.4,81.0,0.0,6.9,8.9,11.1,1.0,0.0,0.0,0.0,1,2015-06-26
24.1,29.0,20.4,76.0,0.0,6.9,12.2,18.3,0.0,0.0,0.0,0.0,1,2015-06-27
25.4,30.4,21.0,72.0,0.0,7.4,6.9,7.6,0.0,0.0,0.0,0.0,1,2015-06-28
24.3,32.0,20.6,76.0,0.0,6.9,4.8,7.6,0.0,0.0,0.0,0.0,1,2015-06-29
24.9,32.0,20.4,76.0,2.29,6.9,4.1,5.4,0.0,0.0,0.0,0.0,1,2015-06-30
24.6,30.7,20.6,71.0,0.0,6.9,5.2,7.6,1.0,0.0,0.0,0.0,1,2015-07-01
24.2,30.3,20.4,75.0,0.0,6.3,8.1,14.8,0.0,0.0,0.0,0.0,1,2015-07-02
24.6,30.2,20.4,76.0,0.0,6.3,5.7,7.6,0.0,0.0,0.0,0.0,1,2015-07-03
24.9,30.6,20.8,73.0,0.51,6.9,6.3,11.1,1.0,0.0,0.0,0.0,1,2015-07-04
25.6,31.2,20.7,69.0,0.0,6.9,6.7,9.4,0.0,0.0,0.0,0.0,1,2015-07-05
24.5,31.2,20.6,66.0,0.0,6.9,10.4,14.8,0.0,0.0,0.0,0.0,1,2015-07-06
23.7,30.7,19.3,74.0,3.05,6.9,6.9,11.1,0.0,0.0,0.0,0.0,1,2015-07-07
23.8,30.6,20.2,76.0,0.0,6.9,6.7,14.8,1.0,0.0,0.0,0.0,1,2015-07-08
24.0,29.2,20.8,78.0,7.11,6.3,6.9,11.1,0.0,0.0,0.0,0.0,1,2015-07-09
23.4,29.2,21.1,80.0,17.02,4.8,5.2,7.6,1.0,0.0,0.0,0.0,1,2015-07-10
23.2,28.8,20.2,85.0,3.05,5.5,5.6,9.4,1.0,0.0,0.0,0.0,1,2015-07-11
24.8,31.3,19.7,74.0,0.0,6.9,6.3,9.4,0.0,0.0,0.0,0.0,1,2015-07-12
25.4,31.6,20.8,71.0,0.0,6.9,6.5,11.1,0.0,0.0,0.0,0.0,1,2015-07-13
25.2,31.6,21.4,73.0,0.0,6.9,6.5,11.1,0.0,0.0,0.0,0.0,1,2015-07-14
23.9,30.0,21.2,77.0,0.0,6.9,7.8,11.1,0.0,0.0,0.0,0.0,1,2015-07-15
23.3,30.3,20.2,81.0,0.0,6.3,4.8,9.4,1.0,0.0,0.0,0.0,1,2015-07-16
23.3,30.3,20.4,83.0,9.4,5.5,7.6,11.1,0.0,0.0,0.0,0.0,1,2015-07-17
22.9,28.1,20.7,83.0,0.51,5.5,5.7,11.1,1.0,0.0,0.0,0.0,1,2015-07-18
21.8,29.8,20.0,86.0,12.19,4.8,8.1,14.8,1.0,0.0,0.0,0.0,1,2015-07-19
22.6,29.0,18.8,84.0,2.03,5.3,6.1,9.4,1.0,0.0,0.0,0.0,1,2015-07-20
22.4,29.0,20.1,88.0,26.16,5.5,4.3,9.4,0.0,0.0,0.0,0.0,1,2015-07-21
23.1,29.1,20.1,83.0,7.37,6.9,7.6,14.8,1.0,0.0,0.0,0.0,1,2015-07-22
23.9,29.1,20.0,80.0,3.3,6.9,5.4,9.4,1.0,0.0,0.0,0.0,1,2015-07-23
23.8,28.9,20.4,77.0,0.0,6.9,5.9,9.4,0.0,0.0,0.0,0.0,1,2015-07-24
23.2,28.1,20.1,83.0,1.02,6.9,6.1,11.1,1.0,0.0,0.0,0.0,1,2015-07-25
23.3,27.8,20.4,79.0,0.0,6.9,6.3,9.4,1.0,0.0,0.0,0.0,1,2015-07-26
23.4,28.0,20.8,79.0,0.0,5.5,8.3,11.1,1.0,0.0,0.0,0.0,1,2015-07-27
24.1,28.9,20.0,73.0,0.0,6.9,6.3,9.4,0.0,0.0,0.0,0.0,1,2015-07-28
25.0,30.0,19.8,64.0,0.0,6.9,7.6,11.1,0.0,0.0,0.0,0.0,1,2015-07-29
24.0,30.0,20.1,70.0,0.0,6.9,5.4,7.6,0.0,0.0,0.0,0.0,1,2015-07-30
23.9,29.9,20.0,76.0,0.0,6.9,5.0,7.6,1.0,0.0,0.0,0.0,1,2015-07-31
23.7,30.3,20.6,76.0,0.25,6.9,5.2,7.6,1.0,0.0,0.0,0.0,1,2015-08-01
24.0,30.3,20.6,75.0,3.05,6.9,6.5,9.4,0.0,0.0,0.0,0.0,1,2015-08-02
23.6,28.8,21.0,77.0,0.0,6.3,5.9,11.1,0.0,0.0,0.0,0.0,1,2015-08-03
22.9,29.0,20.4,81.0,0.0,6.3,6.1,9.4,1.0,0.0,0.0,0.0,1,2015-08-04
23.0,29.7,19.8,80.0,13.97,6.9,7.0,9.4,0.0,0.0,0.0,0.0,1,2015-08-05
23.7,29.7,19.5,75.0,2.79,6.9,7.4,11.1,1.0,0.0,0.0,0.0,1,2015-08-06
22.6,29.3,20.3,83.0,0.25,5.5,5.7,9.4,1.0,0.0,0.0,0.0,1,2015-08-07
23.6,28.5,20.4,79.0,0.0,6.3,6.1,7.6,0.0,0.0,0.0,0.0,1,2015-08-08
23.3,28.5,20.6,80.0,2.03,6.9,3.7,7.6,1.0,0.0,0.0,0.0,1,2015-08-09
22.8,27.6,20.3,86.0,3.05,6.9,5.6,9.4,1.0,0.0,0.0,0.0,1,2015-08-10
23.1,29.0,20.1,83.0,20.07,6.9,4.4,5.4,1.0,0.0,1.0,0.0,1,2015-08-11
22.5,29.0,20.0,85.0,0.0,6.9,4.6,9.4,1.0,0.0,0.0,0.0,1,2015-08-12
23.4,27.6,20.0,83.0,0.0,6.9,5.6,9.4,1.0,0.0,0.0,0.0,1,2015-08-13
24.6,29.4,20.7,77.0,0.0,6.3,4.8,9.4,0.0,0.0,0.0,0.0,1,2015-08-14
25.2,31.1,20.5,72.0,0.0,6.9,5.2,9.4,0.0,0.0,0.0,0.0,1,2015-08-15
25.1,29.3,21.4,78.0,5.08,6.9,3.9,5.4,1.0,0.0,1.0,0.0,1,2015-08-16
24.1,29.6,20.2,81.0,27.18,6.9,2.0,5.4,1.0,0.0,0.0,0.0,1,2015-08-17
25.9,30.8,21.3,73.0,0.0,7.7,2.0,7.6,0.0,0.0,0.0,0.0,1,2015-08-18
25.6,31.2,22.3,79.0,0.76,6.9,3.3,5.4,1.0,0.0,0.0,0.0,1,2015-08-19
25.3,31.6,22.4,74.0,0.0,6.3,3.9,9.4,1.0,0.0,1.0,0.0,1,2015-08-20
23.4,31.6,21.0,80.0,0.76,6.9,3.3,11.1,1.0,0.0,1.0,0.0,1,2015-08-21
22.6,28.4,20.8,84.0,18.29,6.9,3.3,7.6,1.0,0.0,0.0,0.0,1,2015-08-22
23.6,29.1,20.4,79.0,4.06,6.9,4.3,5.4,0.0,0.0,0.0,0.0,1,2015-08-23
23.6,29.1,19.9,74.0,0.0,6.9,4.3,9.4,0.0,0.0,0.0,0.0,1,2015-08-24
24.4,29.6,19.7,67.0,0.0,6.9,3.1,7.6,0.0,0.0,0.0,0.0,1,2015-08-25
23.8,30.1,19.6,71.0,0.0,6.3,3.9,7.6,1.0,0.0,0.0,0.0,1,2015-08-26
22.5,30.1,20.3,86.0,1.78,6.3,4.6,7.6,1.0,0.0,0.0,0.0,1,2015-08-27
23.2,27.6,19.4,73.0,5.59,6.3,4.4,7.6,0.0,0.0,0.0,0.0,1,2015-08-28
24.2,29.3,19.6,75.0,0.0,6.9,5.7,7.6,0.0,0.0,0.0,0.0,1,2015-08-29
23.8,29.4,21.1,76.0,0.0,6.3,4.8,7.6,0.0,0.0,0.0,0.0,1,2015-08-30
25.1,29.7,20.8,69.0,0.0,6.9,4.3,5.4,1.0,0.0,0.0,0.0,1,2015-08-31
25.5,31.0,21.1,66.0,0.51,7.7,3.1,5.4,0.0,0.0,0.0,0.0,1,2015-09-01
25.4,31.0,21.6,67.0,0.0,6.9,2.8,5.4,0.0,0.0,0.0,0.0,1,2015-09-02
25.7,31.7,22.0,70.0,0.0,6.6,2.0,3.5,1.0,0.0,0.0,0.0,1,2015-09-03
25.2,31.7,21.0,72.0,1.27,6.9,2.0,7.6,1.0,0.0,1.0,0.0,1,2015-09-04
24.6,31.7,20.2,77.0,24.38,6.9,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-09-05
24.9,30.8,21.0,76.0,0.25,7.4,5.0,7.6,1.0,0.0,1.0,0.0,1,2015-09-06
22.4,30.8,20.0,87.0,37.08,6.0,3.0,5.4,1.0,0.0,1.0,0.0,1,2015-09-07
23.0,28.5,19.8,82.0,36.58,6.9,5.9,7.6,1.0,0.0,0.0,0.0,1,2015-09-08
22.9,27.6,20.5,82.0,0.0,6.9,5.6,9.4,0.0,0.0,0.0,0.0,1,2015-09-09
22.8,27.0,19.6,80.0,0.0,6.9,6.1,9.4,1.0,0.0,0.0,0.0,1,2015-09-10
23.1,27.4,19.4,76.0,3.3,5.5,5.2,7.6,0.0,0.0,0.0,0.0,1,2015-09-11
23.8,28.4,20.0,72.0,0.0,6.9,5.2,9.4,0.0,0.0,0.0,0.0,1,2015-09-12
23.7,29.7,19.3,75.0,5.08,7.7,5.6,9.4,1.0,0.0,0.0,0.0,1,2015-09-13
23.5,29.7,19.4,76.0,0.0,6.3,7.8,11.1,0.0,0.0,0.0,0.0,1,2015-09-14
23.1,28.0,19.3,75.0,0.0,6.3,9.4,18.3,0.0,0.0,0.0,0.0,1,2015-09-15
23.9,28.6,19.8,72.0,0.0,6.9,9.4,11.1,0.0,0.0,0.0,0.0,1,2015-09-16
23.0,28.6,20.1,79.0,0.0,6.3,5.6,11.1,0.0,0.0,0.0,0.0,1,2015-09-17
23.7,29.0,19.1,77.0,0.51,6.9,6.7,7.6,0.0,0.0,0.0,0.0,1,2015-09-18
24.2,29.4,20.2,76.0,0.0,6.3,3.7,11.1,0.0,0.0,0.0,0.0,1,2015-09-19
22.9,29.4,20.4,83.0,0.0,5.5,6.3,11.1,1.0,0.0,0.0,0.0,1,2015-09-20
23.6,29.4,19.2,77.0,7.11,6.9,2.8,7.6,0.0,0.0,0.0,0.0,1,2015-09-21
25.3,31.0,20.7,69.0,0.0,6.3,2.6,7.6,0.0,0.0,0.0,0.0,1,2015-09-22
26.1,31.0,20.7,67.0,1.02,6.9,1.5,5.4,1.0,0.0,0.0,0.0,1,2015-09-23
24.6,33.2,20.0,79.0,0.0,6.3,1.1,3.5,1.0,0.0,1.0,0.0,1,2015-09-24
24.3,33.2,18.7,76.0,18.8,6.9,1.3,3.5,1.0,0.0,0.0,0.0,1,2015-09-25
23.2,30.3,20.0,82.0,9.14,6.9,2.2,5.4,1.0,0.0,0.0,0.0,1,2015-09-26
23.8,31.6,20.2,78.0,0.51,6.0,2.4,5.4,1.0,0.0,1.0,0.0,1,2015-09-27
23.2,31.6,19.7,86.0,34.8,6.3,0.0,5.4,1.0,0.0,0.0,0.0,1,2015-09-28
24.6,29.7,20.6,77.0,8.38,6.9,0.7,3.5,1.0,0.0,0.0,0.0,1,2015-09-29
23.7,29.7,21.3,81.0,0.76,6.3,0.7,3.5,1.0,0.0,0.0,0.0,1,2015-09-30
24.5,30.0,21.0,77.0,0.51,6.9,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-01
24.6,30.0,21.7,78.0,2.54,6.3,3.5,5.4,1.0,0.0,0.0,0.0,1,2015-10-02
24.7,29.8,21.3,77.0,0.25,6.9,3.9,9.4,1.0,0.0,0.0,0.0,1,2015-10-03
23.2,29.6,20.2,84.0,3.3,6.3,2.8,5.4,1.0,0.0,1.0,0.0,1,2015-10-04
22.3,29.0,20.0,88.0,10.92,6.3,2.2,5.4,1.0,0.0,0.0,0.0,1,2015-10-05
23.3,28.5,19.5,81.0,4.83,6.9,2.4,5.4,1.0,0.0,0.0,0.0,1,2015-10-06
24.2,30.2,20.3,79.0,6.6,6.9,3.9,9.4,1.0,0.0,0.0,0.0,1,2015-10-07
24.0,30.2,20.9,77.0,4.32,6.9,3.5,5.4,0.0,0.0,0.0,0.0,1,2015-10-08
24.3,29.4,20.6,75.0,0.0,6.9,7.2,11.1,0.0,0.0,0.0,0.0,1,2015-10-09
24.1,29.5,20.5,77.0,0.0,6.3,5.6,9.4,0.0,0.0,0.0,0.0,1,2015-10-10
23.5,29.5,21.3,84.0,7.87,6.9,1.9,5.4,1.0,0.0,0.0,0.0,1,2015-10-11
24.5,29.4,20.4,77.0,0.0,6.9,0.7,5.4,0.0,0.0,0.0,0.0,1,2015-10-12
25.1,31.0,21.2,62.0,0.0,6.9,1.9,3.5,0.0,0.0,0.0,0.0,1,2015-10-13
25.1,32.1,19.6,52.0,0.0,6.9,2.2,3.5,0.0,0.0,0.0,0.0,1,2015-10-14
25.2,32.1,19.7,59.0,0.0,6.9,0.7,3.5,0.0,0.0,0.0,0.0,1,2015-10-15
25.6,31.5,20.2,60.0,0.0,6.3,1.1,3.5,0.0,0.0,0.0,0.0,1,2015-10-16
24.4,31.4,21.0,68.0,0.0,5.5,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-17
25.5,31.8,20.6,65.0,0.0,6.9,2.2,5.4,0.0,0.0,0.0,0.0,1,2015-10-18
25.6,31.8,20.6,62.0,0.0,6.9,3.5,5.4,0.0,0.0,0.0,0.0,1,2015-10-19
25.5,31.4,21.5,63.0,0.0,5.5,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-20
24.9,30.6,21.4,61.0,0.0,6.3,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-21
24.8,31.2,20.0,58.0,0.0,6.3,1.3,3.5,0.0,0.0,0.0,0.0,1,2015-10-22
24.6,31.2,18.4,50.0,0.0,6.9,1.3,3.5,0.0,0.0,0.0,0.0,1,2015-10-23
24.8,31.8,19.7,50.0,0.0,6.3,0.9,3.5,0.0,0.0,0.0,0.0,1,2015-10-24
24.2,31.8,17.8,60.0,0.0,6.3,3.5,5.4,0.0,0.0,0.0,0.0,1,2015-10-25
24.4,29.8,20.0,62.0,0.0,6.9,3.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-26
24.4,29.6,20.6,67.0,0.0,6.9,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-10-27
23.7,30.5,20.6,71.0,0.0,6.9,2.8,5.4,0.0,0.0,0.0,0.0,1,2015-10-28
24.3,30.5,19.7,71.0,6.1,6.3,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-29
24.4,30.8,20.5,71.0,0.0,6.9,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-10-30
24.7,30.8,20.6,72.0,0.0,7.7,1.3,3.5,0.0,0.0,0.0,0.0,1,2015-10-31
23.4,29.5,21.7,83.0,1.02,6.3,0.0,3.5,1.0,0.0,0.0,0.0,1,2015-11-01
23.1,30.9,20.0,83.0,51.05,5.5,1.1,5.4,1.0,0.0,1.0,0.0,1,2015-11-02
21.8,30.9,19.5,87.0,7.11,6.3,1.5,5.4,1.0,0.0,1.0,0.0,1,2015-11-03
22.9,28.7,20.2,85.0,33.02,5.5,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-11-04
23.1,28.7,19.6,77.0,0.0,6.9,0.7,3.5,0.0,0.0,0.0,0.0,1,2015-11-05
23.8,29.2,20.1,71.0,0.0,6.3,1.1,3.5,0.0,0.0,0.0,0.0,1,2015-11-06
23.7,28.5,20.8,69.0,0.0,6.6,1.5,3.5,0.0,0.0,0.0,0.0,1,2015-11-07
23.0,28.5,19.3,76.0,0.0,6.3,0.9,3.5,0.0,0.0,0.0,0.0,1,2015-11-08
20.2,27.3,18.4,92.0,0.0,4.0,3.5,5.4,1.0,0.0,0.0,0.0,1,2015-11-09
19.3,21.5,18.2,98.0,45.72,3.2,2.8,7.6,1.0,0.0,0.0,0.0,1,2015-11-10
20.6,22.3,18.8,96.0,21.08,3.7,3.1,5.4,1.0,0.0,0.0,0.0,1,2015-11-11
21.2,24.6,17.4,91.0,2.79,6.9,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-11-12
19.3,24.6,17.0,88.0,14.22,6.3,0.7,3.5,1.0,0.0,0.0,0.0,1,2015-11-13
20.2,24.8,16.1,75.0,0.0,5.5,0.9,3.5,0.0,0.0,0.0,0.0,1,2015-11-14
19.1,24.8,17.7,89.0,0.0,4.0,2.0,5.4,1.0,0.0,0.0,0.0,1,2015-11-15
19.6,21.7,17.1,91.0,8.89,4.8,3.9,5.4,1.0,0.0,0.0,0.0,1,2015-11-16
19.6,21.7,18.2,93.0,10.92,4.8,3.5,5.4,1.0,0.0,0.0,0.0,1,2015-11-17
20.6,23.2,18.9,92.0,1.02,4.0,1.9,5.4,1.0,0.0,0.0,0.0,1,2015-11-18
21.7,24.6,19.5,90.0,14.48,4.0,1.9,3.5,1.0,0.0,0.0,0.0,1,2015-11-19
22.0,26.4,19.8,87.0,0.51,5.8,2.2,5.4,1.0,0.0,0.0,0.0,1,2015-11-20
21.9,26.4,19.6,85.0,14.22,6.9,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-11-21
21.2,25.5,19.8,92.0,1.02,4.8,1.9,5.4,1.0,0.0,0.0,0.0,1,2015-11-22
21.3,25.1,18.9,92.0,5.08,5.5,1.5,5.4,1.0,0.0,0.0,0.0,1,2015-11-23
21.2,25.4,18.4,88.0,15.75,5.5,1.5,5.4,1.0,0.0,0.0,0.0,1,2015-11-24
21.4,27.5,17.5,66.0,0.0,6.9,0.2,1.9,0.0,0.0,0.0,0.0,1,2015-11-25
22.6,28.0,17.7,74.0,0.0,6.3,0.0,1.9,0.0,0.0,0.0,0.0,1,2015-11-26
22.7,28.9,18.6,64.0,0.0,6.9,1.3,3.5,0.0,0.0,0.0,0.0,1,2015-11-27
22.2,29.3,16.4,62.0,0.0,6.3,1.5,7.6,0.0,0.0,0.0,0.0,1,2015-11-28
21.2,29.3,17.4,86.0,0.51,5.5,1.3,3.5,1.0,0.0,0.0,0.0,1,2015-11-29
22.0,26.3,19.7,87.0,3.05,6.3,1.3,5.4,1.0,0.0,0.0,0.0,1,2015-11-30
21.1,23.8,19.8,91.0,0.0,6.3,0.7,5.4,1.0,0.0,0.0,0.0,1,2015-12-01
21.0,23.9,19.6,93.0,1.02,6.3,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-12-02
21.5,24.9,18.9,87.0,2.79,6.9,0.9,3.5,1.0,0.0,0.0,0.0,1,2015-12-03
21.9,27.8,18.0,71.0,0.51,6.9,1.7,7.6,0.0,0.0,0.0,0.0,1,2015-12-04
22.2,27.8,17.9,70.0,0.0,6.3,3.9,7.6,0.0,0.0,0.0,0.0,1,2015-12-05
21.4,27.3,18.4,69.0,0.0,6.9,1.5,3.5,0.0,0.0,0.0,0.0,1,2015-12-06
22.3,28.7,17.5,70.0,0.0,6.3,1.3,5.4,0.0,0.0,0.0,0.0,1,2015-12-07
21.5,28.7,17.0,68.0,0.0,6.3,2.2,5.4,0.0,0.0,0.0,0.0,1,2015-12-08
21.4,28.2,18.4,83.0,0.51,5.8,1.1,3.5,1.0,0.0,0.0,0.0,1,2015-12-09
21.4,24.3,19.0,86.0,0.0,5.5,1.1,5.4,1.0,0.0,0.0,0.0,1,2015-12-10
22.7,28.7,18.6,81.0,0.0,6.3,1.3,5.4,0.0,0.0,0.0,0.0,1,2015-12-11
23.8,30.2,20.0,69.0,0.0,6.3,1.1,3.5,0.0,0.0,0.0,0.0,1,2015-12-12
24.1,30.9,20.4,70.0,0.0,6.9,2.0,5.4,0.0,0.0,0.0,0.0,1,2015-12-13
23.6,30.9,19.6,79.0,0.0,6.3,2.8,5.4,0.0,0.0,0.0,0.0,1,2015-12-14
23.3,29.9,20.0,71.0,0.0,6.3,1.9,3.5,0.0,0.0,0.0,0.0,1,2015-12-15
22.5,30.3,18.2,68.0,0.0,6.9,2.4,5.4,0.0,0.0,0.0,0.0,1,2015-12-16
21.9,30.3,16.4,66.0,0.0,6.3,3.1,5.4,0.0,0.0,0.0,0.0,1,2015-12-17
21.8,28.6,17.4,75.0,0.0,6.9,2.8,5.4,0.0,0.0,0.0,0.0,1,2015-12-18
22.4,28.3,18.9,71.0,0.0,6.3,2.2,5.4,0.0,0.0,0.0,0.0,1,2015-12-19
22.2,28.4,18.8,73.0,0.0,6.9,1.9,5.4,0.0,0.0,0.0,0.0,1,2015-12-20
22.2,28.8,18.3,65.0,0.0,6.9,2.4,5.4,0.0,0.0,0.0,0.0,1,2015-12-21
22.5,29.2,16.8,61.0,0.0,6.9,2.2,5.4,0.0,0.0,0.0,0.0,1,2015-12-22
22.0,29.2,17.9,66.0,0.0,6.3,2.2,5.4,0.0,0.0,0.0,0.0,1,2015-12-23
22.1,29.3,17.3,61.0,107.44,6.3,1.3,3.5,0.0,0.0,0.0,0.0,1,2015-12-24
21.8,29.3,16.3,65.0,0.0,6.3,1.5,3.5,0.0,0.0,0.0,0.0,1,2015-12-25
21.8,28.2,18.2,67.0,0.0,6.0,2.4,5.4,0.0,0.0,0.0,0.0,1,2015-12-26
21.8,27.7,17.9,72.0,0.0,5.3,2.8,5.4,0.0,0.0,0.0,0.0,1,2015-12-27
21.1,27.4,17.2,67.0,0.0,6.0,1.3,5.4,0.0,0.0,0.0,0.0,1,2015-12-28
21.8,29.3,15.4,57.0,0.0,6.9,0.0,5.4,0.0,0.0,0.0,0.0,1,2015-12-29
22.2,29.4,14.2,47.0,0.0,7.4,1.5,3.5,0.0,0.0,0.0,0.0,1,2015-12-30
22.2,29.4,14.2,47.0,0.0,7.4,1.5,3.5,0.0,0.0,0.0,0.0,1,2015-12-31
20.1,28.4,15.7,54.0,0.0,6.0,3.0,5.4,0.0,0.0,0.0,0.0,1,2016-01-01
20.8,28.3,12.9,45.0,0.0,6.3,1.1,5.4,0.0,0.0,0.0,0.0,1,2016-01-02
21.4,29.0,13.7,45.0,0.0,6.3,0.4,3.5,0.0,0.0,0.0,0.0,1,2016-01-03
21.5,29.0,15.2,47.0,0.0,6.9,2.2,5.4,0.0,0.0,0.0,0.0,1,2016-01-04
20.9,28.4,14.7,51.0,0.0,6.3,1.1,5.4,0.0,0.0,0.0,0.0,1,2016-01-05
21.7,28.7,15.4,54.0,0.0,6.0,2.0,5.4,0.0,0.0,0.0,0.0,1,2016-01-06
21.0,28.7,17.0,65.0,0.0,6.3,3.1,5.4,0.0,0.0,0.0,0.0,1,2016-01-07
20.4,27.6,16.2,61.0,0.0,5.5,1.3,5.4,0.0,0.0,0.0,0.0,1,2016-01-08
20.7,28.4,15.1,47.0,0.0,6.3,0.9,3.5,0.0,0.0,0.0,0.0,1,2016-01-09
20.9,28.4,15.3,46.0,0.0,5.3,0.9,3.5,0.0,0.0,0.0,0.0,1,2016-01-10
20.9,28.1,15.0,51.0,0.0,6.9,2.0,3.5,0.0,0.0,0.0,0.0,1,2016-01-11
21.3,28.5,15.2,49.0,0.0,6.3,1.5,3.5,0.0,0.0,0.0,0.0,1,2016-01-12
20.3,28.5,15.7,51.0,0.0,6.3,0.7,3.5,0.0,0.0,0.0,0.0,1,2016-01-13
21.1,27.2,15.0,51.0,0.0,6.3,3.5,5.4,0.0,0.0,0.0,0.0,1,2016-01-14
20.6,28.2,15.2,58.0,0.0,6.3,3.1,5.4,0.0,0.0,0.0,0.0,1,2016-01-15
21.4,27.5,15.4,56.0,0.0,6.3,2.0,5.4,0.0,0.0,0.0,0.0,1,2016-01-16
21.2,28.7,16.0,61.0,0.0,5.5,1.5,5.4,0.0,0.0,0.0,0.0,1,2016-01-17
21.9,29.0,16.2,67.0,0.0,6.3,2.0,5.4,1.0,0.0,0.0,0.0,1,2016-01-18
21.4,28.4,17.8,73.0,0.51,4.8,3.0,5.4,0.0,0.0,0.0,0.0,1,2016-01-19
21.2,25.9,19.4,88.0,0.51,4.0,1.3,3.5,1.0,0.0,0.0,0.0,1,2016-01-20
22.6,27.4,19.0,78.0,4.32,5.3,2.8,7.6,0.0,0.0,0.0,0.0,1,2016-01-21
21.1,28.7,18.2,77.0,0.0,5.5,1.3,3.5,0.0,0.0,0.0,0.0,1,2016-01-22
21.6,25.3,18.5,76.0,0.0,6.3,3.1,5.4,0.0,0.0,0.0,0.0,1,2016-01-23
22.1,26.9,18.5,73.0,0.0,6.3,3.1,7.6,0.0,0.0,0.0,0.0,1,2016-01-24
22.9,29.2,18.5,70.0,0.0,5.5,2.6,7.6,0.0,0.0,0.0,0.0,1,2016-01-25
23.1,28.9,18.9,68.0,0.0,6.3,0.9,3.5,0.0,0.0,0.0,0.0,1,2016-01-26
23.4,29.3,19.0,66.0,0.0,4.8,1.1,3.5,0.0,0.0,0.0,0.0,1,2016-01-27
23.8,30.4,17.7,55.0,0.0,6.9,0.0,3.5,0.0,0.0,0.0,0.0,1,2016-01-28
23.7,31.6,17.9,56.0,0.0,6.3,0.0,3.5,0.0,0.0,0.0,0.0,1,2016-01-29
22.8,30.7,17.1,50.0,0.0,6.3,1.5,5.4,0.0,0.0,0.0,0.0,1,2016-01-30
23.1,30.7,16.4,43.0,0.0,6.3,1.5,5.4,0.0,0.0,0.0,0.0,1,2016-01-31
23.3,31.4,16.4,36.0,0.0,6.9,0.9,3.5,0.0,0.0,0.0,0.0,1,2016-02-01
23.7,31.9,16.3,35.0,0.0,6.9,0.9,3.5,0.0,0.0,0.0,0.0,1,2016-02-02
23.6,32.2,16.2,44.0,0.0,6.3,1.5,5.4,0.0,0.0,0.0,0.0,1,2016-02-03
23.4,31.2,17.3,42.0,0.0,6.9,1.3,3.5,0.0,0.0,0.0,0.0,1,2016-02-04
23.6,30.7,16.7,42.0,0.0,6.9,1.1,3.5,0.0,0.0,0.0,0.0,1,2016-02-05
22.8,29.8,16.6,55.0,0.0,6.0,2.4,5.4,0.0,0.0,0.0,0.0,1,2016-02-06
23.2,31.2,17.3,61.0,0.0,5.6,1.1,3.5,0.0,0.0,0.0,0.0,1,2016-02-07
25.2,30.5,19.2,50.0,0.0,6.9,1.5,37.0,0.0,0.0,0.0,0.0,1,2016-02-08
24.3,31.7,18.6,50.0,0.0,6.3,0.4,3.5,0.0,0.0,0.0,0.0,1,2016-02-09
24.6,31.6,18.3,48.0,0.0,7.7,1.3,3.5,0.0,0.0,0.0,0.0,1,2016-02-10
24.9,32.4,19.8,49.0,0.0,6.3,3.0,7.6,0.0,0.0,0.0,0.0,1,2016-02-11
24.7,32.4,19.6,49.0,0.0,6.3,2.0,5.4,0.0,0.0,0.0,0.0,1,2016-02-12
24.8,31.9,19.5,49.0,0.0,5.5,2.4,3.5,0.0,0.0,0.0,0.0,1,2016-02-13
24.0,32.1,19.0,48.0,0.0,6.3,2.2,5.4,0.0,0.0,0.0,0.0,1,2016-02-14
23.1,31.2,17.3,54.0,0.0,6.6,2.8,5.4,0.0,0.0,0.0,0.0,1,2016-02-15
23.9,29.8,18.7,53.0,0.0,7.7,5.7,7.6,0.0,0.0,0.0,0.0,1,2016-02-16
23.5,31.1,18.4,52.0,0.0,6.9,2.2,5.4,0.0,0.0,0.0,0.0,1,2016-02-17
23.3,30.5,19.3,63.0,0.0,6.9,3.7,7.6,0.0,0.0,0.0,0.0,1,2016-02-18
24.8,29.9,18.0,44.0,0.0,6.9,1.3,3.5,0.0,0.0,0.0,0.0,1,2016-02-19
26.2,32.5,19.6,50.0,0.0,6.9,1.9,3.5,0.0,0.0,0.0,0.0,1,2016-02-20
